ImgID;Number_of_NMJ;NMJ_id;Denervation
7771EDL-D9;1;a;Complete
7771EDL-D9;1;b;Complete
7771EDL-D9;1;c;Complete
7789EDL-G1;1;a;Non
7789EDL-G1;1;b;Non
7789EDL-G10;1;a;Non
7789EDL-G10;1;b;Non
7789EDL-G11;1;a;Non
7789EDL-G12;1;a;Non
7789EDL-G12;1;b;Non
7789EDL-G13;1;a;Non
7789EDL-G14;1;a;Non
7789EDL-G14;1;b;Non
7789EDL-G15;1;a;Non
7789EDL-G15;1;b;Non
7789EDL-G16;1;a;Non
7789EDL-G16;1;b;Non
7789EDL-G16;1;c;Non
7789EDL-G17;1;a;Non
7789EDL-G18;1;a;Non
7789EDL-G18;1;b;Non
7789EDL-G19;1;a;Non
7789EDL-G19;1;b;Partielle
7789EDL-G19;1;c;Non
7789EDL-G2;1;a;Non
7789EDL-G20;1;a;Non
7789EDL-G20;1;b;Non
7789EDL-G3;1;a;Non
7789EDL-G4;1;a;Non
7789EDL-G5;1;a;Non
7789EDL-G5;1;b;Non
7789EDL-G5;1;c;Non
7789EDL-G6;1;a;Non
7789EDL-G7;1;a;Non
7789EDL-G8;1;a;Non
7789EDL-G8;1;b;Non
7789EDL-G9;1;a;Non
7789EDL-G9;1;b;Non
7903EDL-G1;1;a;Non
7903EDL-G1;1;b;Non
7903EDL-G10;1;a;Non
7903EDL-G11;1;a;Non
7903EDL-G11;1;b;Non
7903EDL-G12;1;a;Non
7903EDL-G12;1;b;Non
7903EDL-G13;1;a;Non
7903EDL-G14;1;a;Non
7903EDL-G14;1;b;Non
7903EDL-G14;1;c;Non
7903EDL-G15;1;a;Non
7903EDL-G15;1;b;Non
7903EDL-G15;1;c;Non
7903EDL-G2;1;a;Non
7903EDL-G3;1;a;Non
7903EDL-G3;1;b;Non
7903EDL-G4;1;a;Non
7903EDL-G5;1;a;Non
7903EDL-G6;1;a;Non
7903EDL-G7;1;a;Non
7903EDL-G7;1;b;Non
7903EDL-G8;1;a;Non
7903EDL-G9;1;a;Non
7903EDL-G9;1;b;Non
7906EDL-G1;1;a;Partielle
7906EDL-G10;1;a;Complete
7906EDL-G10;1;b;Complete
7906EDL-G11;1;a;Complete
7906EDL-G11;1;b;Complete
7906EDL-G12;1;a;Complete
7906EDL-G12;1;b;Partielle
7906EDL-G12;1;c;Complete
7906EDL-G14;1;a;Complete
7906EDL-G15;1;a;Partielle
7906EDL-G15;1;b;Complete
7906EDL-G15;1;c;Complete
7906EDL-G15;1;d;Complete
7906EDL-G15;1;e;Complete
7906EDL-G16;1;a;Complete
7906EDL-G16;1;b;Complete
7906EDL-G16;1;c;Complete
7906EDL-G17;1;a;Partielle
7906EDL-G17;1;b;Partielle
7906EDL-G17;1;c;Partielle
7906EDL-G17;1;d;Partielle
7906EDL-G17;1;e;Partielle
7906EDL-G17;1;f;Partielle
7906EDL-G17;1;g;Partielle
7906EDL-G17;1;h;Partielle
7906EDL-G2;1;a;Partielle
7906EDL-G3;1;a;Complete
7906EDL-G3;1;b;Complete
7906EDL-G5;1;a;Complete
7906EDL-G5;1;b;Complete
7906EDL-G5;1;c;Complete
7906EDL-G5;1;d;Complete
7906EDL-G6;1;a;Complete
7906EDL-G6;1;b;Complete
7906EDL-G7;1;a;Complete
7906EDL-G7;1;b;Complete
7906EDL-G8;1;a;Complete
7906EDL-G8;1;a;Complete
7906EDL-G8;1;b;Complete
7906EDL-G8;1;b;Complete
7906EDL-G8;1;c;Complete
7906EDL-G8;1;d;Complete
7906EDL-G8;1;e;Complete
7906EDL-G9;1;a;Complete
7924EDL-G1;1;a;Non
7924EDL-G10;1;a;Partielle
7924EDL-G11;1;a;Non
7924EDL-G12;1;a;Non
7924EDL-G13;1;a;Non
7924EDL-G13;1;b;Non
7924EDL-G14;1;a;Non
7924EDL-G15;1;a;Non
7924EDL-G15;1;b;Non
7924EDL-G16;1;a;Non
7924EDL-G17;1;a;Non
7924EDL-G2;1;a;Non
7924EDL-G2;1;b;Non
7924EDL-G3;1;a;Non
7924EDL-G4;1;a;Non
7924EDL-G5;1;a;Non
7924EDL-G5;1;b;Non
7924EDL-G6;1;a;Non
7924EDL-G6;1;b;Non
7924EDL-G7;1;a;Non
7924EDL-G8;1;a;Non
7924EDL-G9;1;a;Non
7924EDL-G9;1;b;Non
7925EDL-G1;1;a;Complete
7925EDL-G10;1;a;Partielle
7925EDL-G11;1;a;Complete
7925EDL-G12;1;a;Complete
7925EDL-G13;1;a;Complete
7925EDL-G13;1;b;Complete
7925EDL-G2;1;a;Complete
7925EDL-G2;1;b;Complete
7925EDL-G2;1;c;Complete
7925EDL-G3;1;a;Complete
7925EDL-G4;1;a;Complete
7925EDL-G4;1;b;Complete
7925EDL-G4;1;c;Complete
7925EDL-G5;1;a;Complete
7925EDL-G6;1;a;Complete
7925EDL-G7;1;a;Complete
7925EDL-G8;1;a;Complete
7925EDL-G9;1;a;Partielle
7927SOL-D1;1;a;Non
7927SOL-D1;1;b;Non
7927SOL-D1;1;c;Non
7927SOL-D10;1;a;Non
7927SOL-D11;1;a;Non
7927SOL-D12;1;a;Non
7927SOL-D12;1;b;Non
7927SOL-D12;1;c;Non
7927SOL-D13;1;a;Non
7927SOL-D13;1;b;Non
7927SOL-D14;1;a;Non
7927SOL-D15;1;a;Non
7927SOL-D16;1;a;Non
7927SOL-D16;1;b;Non
7927SOL-D17;1;a;Non
7927SOL-D18;1;a;Non
7927SOL-D18;1;b;Non
7927SOL-D19;1;a;Non
7927SOL-D19;1;b;Non
7927SOL-D2;1;a;Non
7927SOL-D2;1;b;Non
7927SOL-D20;1;a;Non
7927SOL-D21;1;a;Non
7927SOL-D21;1;b;Non
7927SOL-D22;1;a;Non
7927SOL-D23;1;a;Non
7927SOL-D23;1;b;Non
7927SOL-D24;1;a;Non
7927SOL-D3;1;a;Non
7927SOL-D3;1;b;Non
7927SOL-D4;1;a;Non
7927SOL-D5;1;a;Non
7927SOL-D5;1;b;Non
7927SOL-D6;1;a;Non
7927SOL-D6;1;b;Non
7927SOL-D6;1;c;Non
7927SOL-D7;1;a;Non
7927SOL-D7;1;b;Non
7927SOL-D8;1;a;Non
7927SOL-D9;1;a;Non
7927SOL-G1;1;a;Non
7927SOL-G10;1;a;Non
7927SOL-G10;1;b;Non
7927SOL-G11;1;a;Partielle
7927SOL-G12;1;a;Non
7927SOL-G13;1;a;Non
7927SOL-G14;1;a;Non
7927SOL-G15;1;a;Non
7927SOL-G15;1;b;Non
7927SOL-G16;1;a;Non
7927SOL-G17;1;a;Non
7927SOL-G17;1;b;Non
7927SOL-G18;1;a;Non
7927SOL-G19;1;a;Non
7927SOL-G19;1;b;Non
7927SOL-G2;1;a;Non
7927SOL-G20;1;a;Non
7927SOL-G21;1;a;Non
7927SOL-G22;1;a;Non
7927SOL-G22;1;b;Non
7927SOL-G23;1;a;Non
7927SOL-G24;1;a;Non
7927SOL-G25;1;a;Non
7927SOL-G26;1;a;Non
7927SOL-G27;1;a;Non
7927SOL-G28;1;a;Non
7927SOL-G28;1;b;Non
7927SOL-G3;1;a;Non
7927SOL-G4;1;a;Non
7927SOL-G5;1;a;Partielle
7927SOL-G5;1;b;Non
7927SOL-G6;1;a;Non
7927SOL-G6;1;b;Non
7927SOL-G7;1;a;Non
7927SOL-G8;1;a;Non
7927SOL-G8;1;b;Non
7927SOL-G9;1;a;Non
7928SOL-D1;1;a;Non
7928SOL-D10;1;a;Non
7928SOL-D10;1;b;Non
7928SOL-D11;1;a;Non
7928SOL-D11;1;b;Non
7928SOL-D12;1;a;Non
7928SOL-D13;1;a;Non
7928SOL-D14;1;a;Non
7928SOL-D14;1;b;Non
7928SOL-D15;1;a;Partielle
7928SOL-D16;1;a;Non
7928SOL-D17;1;a;Non
7928SOL-D18;1;a;Non
7928SOL-D19;1;a;Non
7928SOL-D2;1;a;Partielle
7928SOL-D20;1;a;Non
7928SOL-D21;1;a;Non
7928SOL-D22;1;a;Non
7928SOL-D22;1;b;Partielle
7928SOL-D23;1;a;Non
7928SOL-D24;1;a;Non
7928SOL-D24;1;b;Non
7928SOL-D24;1;c;Non
7928SOL-D25;1;a;Non
7928SOL-D26;1;a;Non
7928SOL-D26;1;b;Non
7928SOL-D27;1;a;Non
7928SOL-D27;1;b;Complete
7928SOL-D28;1;a;Non
7928SOL-D3;1;a;Non
7928SOL-D3;1;b;Non
7928SOL-D4;1;a;Non
7928SOL-D5;1;a;Non
7928SOL-D6;1;a;Complete
7928SOL-D7;1;a;Non
7928SOL-D7;1;b;Non
7928SOL-D8;1;a;Non
7928SOL-D9;1;a;Non
7928SOL-G1;1;a;Non
7928SOL-G10;1;a;Non
7928SOL-G11;1;a;Partielle
7928SOL-G12;1;a;Non
7928SOL-G12;1;b;Non
7928SOL-G12;1;c;Non
7928SOL-G13;1;a;Non
7928SOL-G14;1;a;Non
7928SOL-G14;1;b;Non
7928SOL-G15;1;a;Non
7928SOL-G16;1;a;Non
7928SOL-G16;1;b;Non
7928SOL-G17;1;a;Non
7928SOL-G17;1;b;Non
7928SOL-G18;1;a;Non
7928SOL-G18;1;b;Non
7928SOL-G19;1;a;Non
7928SOL-G2;1;a;Non
7928SOL-G2;1;b;Partielle
7928SOL-G2;1;c;Non
7928SOL-G3;1;a;Non
7928SOL-G4;1;a;Non
7928SOL-G4;1;b;Non
7928SOL-G5;1;a;Non
7928SOL-G6;1;a;Non
7928SOL-G6;1;b;Non
7928SOL-G7;1;a;Non
7928SOL-G8;1;a;Non
7942SOL-D1;1;a;Non
7942SOL-D1;1;b;Non
7942SOL-D10;1;a;Non
7942SOL-D10;1;b;Non
7942SOL-D11;1;a;Partielle
7942SOL-D2;1;a;Non
7942SOL-D2;1;b;Non
7942SOL-D3;1;a;Non
7942SOL-D3;1;b;Non
7942SOL-D3;1;c;Non
7942SOL-D4;1;a;Non
7942SOL-D4;1;b;Non
7942SOL-D5;1;a;Complete
7942SOL-D6;1;a;Non
7942SOL-D6;1;b;Non
7942SOL-D6;1;c;Non
7942SOL-D7;1;a;Non
7942SOL-D7;1;b;Non
7942SOL-D7;1;c;Non
7942SOL-D7;1;d;Non
7942SOL-D7;1;e;Non
7942SOL-D7;1;f;Non
7942SOL-D8;1;a;Non
7942SOL-D8;1;b;Non
7942SOL-D9;1;a;Non
7942SOL-D9;1;b;Non
7942SOL-D9;1;c;Non
7942SOL-G1;1;a;Non
7942SOL-G10;1;a;Non
7942SOL-G11;1;a;Non
7942SOL-G11;1;b;Non
7942SOL-G11;1;c;Non
7942SOL-G11;1;d;Non
7942SOL-G11;1;e;Non
7942SOL-G12;1;a;Non
7942SOL-G12;1;b;Non
7942SOL-G12;1;c;Non
7942SOL-G12;1;d;Non
7942SOL-G12;1;e;Non
7942SOL-G2;1;a;Non
7942SOL-G2;1;b;Non
7942SOL-G3;1;a;Non
7942SOL-G3;1;b;Complete
7942SOL-G4;1;a;Complete
7942SOL-G4;1;b;Non
7942SOL-G5;1;a;Complete
7942SOL-G5;1;b;Complete
7942SOL-G6;1;a;Complete
7942SOL-G6;1;b;Complete
7942SOL-G6;1;c;Non
7942SOL-G7;1;a;Complete
7942SOL-G8;1;a;Non
7942SOL-G9;1;a;Non
7942SOL-G9;1;b;Non
7945SOL-D1;1;a;Non
7945SOL-D10;1;a;Non
7945SOL-D10;1;b;Non
7945SOL-D11;1;a;Non
7945SOL-D12;1;a;Non
7945SOL-D13;1;a;Non
7945SOL-D13;1;b;Non
7945SOL-D13;1;c;Non
7945SOL-D13;1;d;Non
7945SOL-D14;1;a;Non
7945SOL-D15;1;a;Non
7945SOL-D15;1;b;Non
7945SOL-D16;1;a;Non
7945SOL-D17;1;a;Non
7945SOL-D18;1;a;Non
7945SOL-D18;1;b;Non
7945SOL-D19;1;a;Non
7945SOL-D19;1;b;Non
7945SOL-D2;1;a;Non
7945SOL-D2;1;b;Non
7945SOL-D20;1;a;Non
7945SOL-D20;1;b;Non
7945SOL-D21;1;a;Non
7945SOL-D21;1;b;Non
7945SOL-D22;1;a;Non
7945SOL-D23;1;a;Partielle
7945SOL-D23;1;b;Partielle
7945SOL-D24;1;a;Non
7945SOL-D24;1;b;Non
7945SOL-D3;1;a;Partielle
7945SOL-D4;1;a;Non
7945SOL-D5;1;a;Non
7945SOL-D5;1;b;Non
7945SOL-D6;1;a;Non
7945SOL-D7;1;a;Non
7945SOL-D8;1;a;Non
7945SOL-D9;1;a;Non
7945SOL-G1;1;a;Non
7945SOL-G10;1;a;Non
7945SOL-G10;1;b;Partielle
7945SOL-G10;1;c;Non
7945SOL-G11;1;a;Non
7945SOL-G12;1;a;Non
7945SOL-G13;1;a;Non
7945SOL-G13;1;b;Non
7945SOL-G14;1;a;Non
7945SOL-G15;1;a;Non
7945SOL-G16;1;a;Non
7945SOL-G2;1;a;Non
7945SOL-G3;1;a;Non
7945SOL-G3;1;b;Partielle
7945SOL-G3;1;c;Non
7945SOL-G4;1;a;Partielle
7945SOL-G5;1;a;Non
7945SOL-G5;1;b;Non
7945SOL-G5;1;c;Non
7945SOL-G6;1;a;Non
7945SOL-G6;1;b;Non
7945SOL-G6;1;c;Non
7945SOL-G7;1;a;Non
7945SOL-G8;1;a;Non
7945SOL-G9;1;a;Non
7945SOL-G9;1;b;Non
7964SOL-D1;1;a;Non
7964SOL-D1;1;b;Non
7964SOL-D10;1;a;Non
7964SOL-D11;1;a;Non
7964SOL-D13;1;a;Non
7964SOL-D13;1;b;Non
7964SOL-D15;1;a;Non
7964SOL-D17;1;a;Non
7964SOL-D17;1;b;Non
7964SOL-D17;1;c;Non
7964SOL-D2;1;a;Non
7964SOL-D3;1;a;Non
7964SOL-D4;1;a;Non
7964SOL-D5;1;a;Non
7964SOL-D5;1;b;Partielle
7964SOL-D6;1;b;Non
7964SOL-D7;1;a;Non
7964SOL-D7;1;b;Non
7964SOL-D8;1;a;Non
7964SOL-D8;1;b;Non
7964SOL-D9;1;a;Non
7964SOL-G1;1;a;Non
7964SOL-G1;1;b;Non
7964SOL-G1;1;c;Non
7964SOL-G10;1;a;Non
7964SOL-G11;1;a;Non
7964SOL-G12;1;a;Non
7964SOL-G12;1;b;Non
7964SOL-G13;1;a;Non
7964SOL-G14;1;a;Non
7964SOL-G15;1;a;Non
7964SOL-G15;1;b;Non
7964SOL-G15;1;c;Non
7964SOL-G16;1;a;Non
7964SOL-G2;1;a;Non
7964SOL-G3;1;a;Non
7964SOL-G4;1;a;Non
7964SOL-G5;1;a;Non
7964SOL-G6;1;a;Non
7964SOL-G7;1;a;Non
7964SOL-G8;1;a;Non
7964SOL-G9;1;a;Non
7964SOL-G9;1;b;Non
7968SOL-D1;1;a;Non
7968SOL-D10;1;a;Non
7968SOL-D11;1;a;Non
7968SOL-D12;1;a;Non
7968SOL-D13;1;a;Non
7968SOL-D14;1;a;Non
7968SOL-D14;1;b;Non
7968SOL-D15;1;a;Non
7968SOL-D15;1;b;Non
7968SOL-D16;1;a;Non
7968SOL-D16;1;b;Non
7968SOL-D17;1;a;Non
7968SOL-D17;1;b;Non
7968SOL-D18;1;a;Non
7968SOL-D19;1;a;Non
7968SOL-D19;1;b;Non
7968SOL-D2;1;a;Non
7968SOL-D20;1;a;Non
7968SOL-D3;1;a;Non
7968SOL-D4;1;a;Non
7968SOL-D5;1;a;Non
7968SOL-D5;1;b;Non
7968SOL-D6;1;a;Non
7968SOL-D7;1;a;Non
7968SOL-D8;1;a;Non
7968SOL-D9;1;a;Non
7968SOL-D9;1;b;Non
7968SOL-D9;1;c;Non
7968SOL-G1;1;a;Non
7968SOL-G1;1;b;Non
7968SOL-G10;1;a;Non
7968SOL-G10;1;b;Non
7968SOL-G10;1;c;Non
7968SOL-G11;1;a;Partielle
7968SOL-G12;1;a;Non
7968SOL-G12;1;b;Non
7968SOL-G13;1;a;Non
7968SOL-G13;1;b;Non
7968SOL-G14;1;a;Non
7968SOL-G15;1;a;Non
7968SOL-G15;1;b;Non
7968SOL-G16;1;a;Non
7968SOL-G17;1;a;Non
7968SOL-G17;1;b;Non
7968SOL-G18;1;b;Non
7968SOL-G19;1;a;Non
7968SOL-G19;1;b;Non
7968SOL-G2;1;a;Non
7968SOL-G20;1;a;Non
7968SOL-G3;1;a;Non
7968SOL-G4;1;a;Partielle
7968SOL-G4;1;b;Non
7968SOL-G5;1;a;Non
7968SOL-G6;1;a;Non
7968SOL-G7;1;a;Non
7968SOL-G8;1;a;Non
7968SOL-G9;1;a;Non
7968SOL-G9;1;b;Non
7968SOL-G9;1;c;Non
7973SOL-D1;1;a;Non
7973SOL-D1;1;b;Complete
7973SOL-D1;1;c;Non
7973SOL-D1;1;d;Non
7973SOL-D10;1;a;Non
7973SOL-D11;1;a;Non
7973SOL-D11;1;b;Non
7973SOL-D11;1;c;Non
7973SOL-D2;1;a;Non
7973SOL-D3;1;a;Non
7973SOL-D4;1;a;Non
7973SOL-D5;1;a;Non
7973SOL-D6;1;a;Non
7973SOL-D6;1;b;Non
7973SOL-D6;1;c;Non
7973SOL-D6;1;d;Non
7973SOL-D7;1;a;Non
7973SOL-D8;1;a;Non
7973SOL-D9;1;a;Non
7973SOL-G1;1;a;Non
7973SOL-G1;1;b;Non
7973SOL-G1;1;c;Non
7973SOL-G1;1;d;Non
7973SOL-G11;1;a;Non
7973SOL-G12;1;a;Non
7973SOL-G13;1;a;Non
7973SOL-G13;1;b;Non
7973SOL-G13;1;c;Non
7973SOL-G14;1;a;Non
7973SOL-G14;1;b;Non
7973SOL-G15;1;a;Non
7973SOL-G15;1;b;Non
7973SOL-G16;1;a;Non
7973SOL-G16;1;b;Non
7973SOL-G17;1;a;Non
7973SOL-G17;1;b;Non
7973SOL-G18;1;a;Non
7973SOL-G19;1;a;Partielle
7973SOL-G19;1;b;Non
7973SOL-G19;1;c;Non
7973SOL-G19;1;d;Non
7973SOL-G2;1;a;Non
7973SOL-G2;1;b;Non
7973SOL-G2;1;c;Non
7973SOL-G20;1;a;Non
7973SOL-G20;1;b;Non
7973SOL-G21;1;a;Non
7973SOL-G21;1;b;Non
7973SOL-G21;1;c;Non
7973SOL-G3;1;a;Non
7973SOL-G3;1;b;Non
7973SOL-G3;1;c;Non
7973SOL-G4;1;a;Non
7973SOL-G5;1;a;Non
7973SOL-G6;1;a;Non
7973SOL-G6;1;b;Non
7973SOL-G7;1;a;Non
7973SOL-G8;1;a;Non
7973SOL-G8;1;b;Non
7973SOL-G9;1;a;Non
7973SOL-G9;1;b;Non
7978SOL-D1;1;a;Non
7978SOL-D1;1;b;Non
7978SOL-D10;1;a;Complete
7978SOL-D10;1;b;Complete
7978SOL-D11;1;a;Non
7978SOL-D11;1;b;Complete
7978SOL-D11;1;c;Complete
7978SOL-D12;1;a;Complete
7978SOL-D13;1;a;Non
7978SOL-D13;1;b;Partielle
7978SOL-D14;1;a;Partielle
7978SOL-D14;1;b;Non
7978SOL-D15;1;a;Non
7978SOL-D15;1;b;Non
7978SOL-D16;1;a;Non
7978SOL-D17;1;a;Non
7978SOL-D17;1;b;Non
7978SOL-D2;1;a;Non
7978SOL-D20;1;a;Non
7978SOL-D20;1;b;Non
7978SOL-D20;1;c;Non
7978SOL-D21;1;a;Non
7978SOL-D22;1;a;Non
7978SOL-D23;1;a;Non
7978SOL-D24;1;a;Non
7978SOL-D25;1;a;Partielle
7978SOL-D26;1;a;Non
7978SOL-D27;1;a;Partielle
7978SOL-D28;1;a;Complete
7978SOL-D29;1;a;Partielle
7978SOL-D3;1;a;Non
7978SOL-D3;1;b;Non
7978SOL-D30;1;a;Non
7978SOL-D30;1;b;Partielle
7978SOL-D31;1;a;Non
7978SOL-D31;1;b;Non
7978SOL-D32;1;a;Non
7978SOL-D33;1;a;Non
7978SOL-D33;1;b;Non
7978SOL-D33;1;c;Non
7978SOL-D4;1;a;Non
7978SOL-D5;1;a;Non
7978SOL-D6;1;a;Non
7978SOL-D7;1;a;Non
7978SOL-D7;1;b;Non
7978SOL-D8;1;a;Complete
7978SOL-D8;1;b;Non
7978SOL-D8;1;c;Non
7978SOL-D9;1;a;Complete
7978SOL-G1;1;a;Partielle
7978SOL-G1;1;b;Non
7978SOL-G10;1;a;Complete
7978SOL-G11;1;a;Non
7978SOL-G12;1;a;Complete
7978SOL-G13;1;a;Non
7978SOL-G14;1;a;Non
7978SOL-G14;1;b;Complete
7978SOL-G15;1;a;Non
7978SOL-G15;1;b;Non
7978SOL-G15;1;c;Non
7978SOL-G16;1;a;Non
7978SOL-G17;1;a;Non
7978SOL-G17;1;b;Non
7978SOL-G18;1;a;Non
7978SOL-G19;1;a;Non
7978SOL-G2;1;a;Complete
7978SOL-G20;1;a;Non
7978SOL-G20;1;b;Non
7978SOL-G20;1;c;Non
7978SOL-G21;1;a;Non
7978SOL-G3;1;a;Non
7978SOL-G4;1;a;Non
7978SOL-G4;1;b;Non
7978SOL-G5;1;a;Non
7978SOL-G8;1;a;Complete
7978SOL-G8;1;b;Non
7978SOL-G9;1;a;Non
7978SOL-G9;1;b;Non
7979SOL-D1;1;a;Non
7979SOL-D10;1;a;Non
7979SOL-D12;1;a;Non
7979SOL-D12;1;b;Non
7979SOL-D12;1;c;Non
7979SOL-D13;1;a;Non
7979SOL-D13;1;b;Non
7979SOL-D14;1;a;Non
7979SOL-D15;1;a;Non
7979SOL-D16;1;a;Non
7979SOL-D16;1;b;Non
7979SOL-D17;1;a;Non
7979SOL-D18;1;a;Non
7979SOL-D19;1;a;Non
7979SOL-D2;1;a;Non
7979SOL-D2;1;b;Partielle
7979SOL-D3;1;a;Non
7979SOL-D3;1;b;Non
7979SOL-D4;1;a;Non
7979SOL-D5;1;a;Non
7979SOL-D5;1;b;Non
7979SOL-D6;1;a;Non
7979SOL-D7;1;a;Non
7979SOL-D8;1;a;Non
7979SOL-D9;1;a;Non
7979SOL-G1;1;a;Non
7979SOL-G1;1;b;Non
7979SOL-G10;1;a;Non
7979SOL-G10;1;b;Non
7979SOL-G11;1;a;Non
7979SOL-G11;1;b;Non
7979SOL-G12;1;a;Non
7979SOL-G12;1;b;Non
7979SOL-G13;1;a;Non
7979SOL-G13;1;b;Non
7979SOL-G13;1;c;Non
7979SOL-G14;1;a;Non
7979SOL-G15;1;a;Non
7979SOL-G15;1;b;Non
7979SOL-G15;1;c;Non
7979SOL-G16;1;a;Non
7979SOL-G17;1;a;Non
7979SOL-G2;1;a;Non
7979SOL-G3;1;a;Non
7979SOL-G4;1;a;Non
7979SOL-G4;1;b;Non
7979SOL-G5;1;a;Non
7979SOL-G5;1;c;Non
7979SOL-G6;1;a;Non
7979SOL-G7;1;a;Non
7979SOL-G8;1;a;Non
7979SOL-G9;1;a;Non
7989SOL-D1;1;a;Complete
7989SOL-D1;1;b;Non
7989SOL-D10;1;a;Complete
7989SOL-D10;1;b;Non
7989SOL-D10;1;c;Non
7989SOL-D11;1;a;Non
7989SOL-D12;1;a;Non
7989SOL-D13;1;a;Non
7989SOL-D2;1;a;Non
7989SOL-D2;1;b;Non
7989SOL-D3;1;a;Non
7989SOL-D4;1;a;Non
7989SOL-D5;1;a;Partielle
7989SOL-D7;1;a;Non
7989SOL-D7;1;b;Complete
7989SOL-D7;1;c;Complete
7989SOL-D8;1;a;Non
7989SOL-D8;1;b;Non
7989SOL-D9;1;a;Complete
7989SOL-G1;1;a;Non
7989SOL-G10;1;a;Non
7989SOL-G10;1;b;Non
7989SOL-G11;1;a;Non
7989SOL-G11;1;b;Non
7989SOL-G11;1;c;Non
7989SOL-G12;1;a;Non
7989SOL-G2;1;a;Non
7989SOL-G3;1;a;Non
7989SOL-G4;1;a;Non
7989SOL-G5;1;a;Non
7989SOL-G6;1;a;Non
7989SOL-G7;1;a;Non
7989SOL-G8;1;a;Non
7989SOL-G9;1;a;Non
